Date,CLOSE
1/1/07,16.26
1/1/08,8.31
1/1/09,6.57
1/1/10,11.00
1/1/11,8.11
1/1/12,8.79
1/1/13,17.41
1/1/14,33.07
1/1/15,40.96
1/1/16,38.83
1/1/17,45.77
1/1/18,51.14
1/1/19,53.22
1/1/20,34.38
1/1/21,42.08
1/1/22,34.86
1/1/23,37.79
1/1/24,44.47
