Date,CLOSE
1/1/05,13.19
1/1/06,11.44
1/1/07,10.53
1/1/08,5.13
1/1/09,5.21
1/1/10,6.05
1/1/11,5.27
1/1/12,5.18
1/1/13,6.79
1/1/14,10.60
1/1/15,21.44
1/1/16,19.12
1/1/17,20.94
1/1/18,19.22
1/1/19,17.93
1/1/20,12.84
1/1/21,16.69
1/1/22,10.16
1/1/23,6.61
1/1/24,5.96
