Date,CLOSE
2022-03-01,54.52693539281045
2022-06-01,48.82064511699061
2022-06-01,48.82064511699061
2022-09-01,43.91703122854233
2022-09-01,43.91703122854233
2022-12-01,44.06031762985956
2022-12-01,44.06031762985956
2023-03-01,46.91354856183452
2023-03-01,46.91354856183452
2023-06-01,45.460000007383286
2023-06-01,45.460000007383286
2023-09-01,45.28619100177099
2023-09-01,45.28619100177099
2023-12-01,35.65555557372078
2023-12-01,35.65555557372078
2024-03-01,37.40540970348921
2024-03-01,37.40540970348921
2024-06-01,42.43174586220393
2024-06-01,42.43174586220393
2024-09-01,37.942031145095825
2024-09-01,37.942031145095825

